Situação,Imagem,Ano,KM,Título,UF,Link,Valor do Lance,Data Leilão
Leilão ao vivo em: 4 dias 13h19m20s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750450893182_fe142b92-0cdc-48ba-9393-612c1bd43ebd_pequena_leilo.webp,2017,247.037 km,RENAULT/SANDERO AUTHENTIQUE/ VIBE 1.0 12V SCE (4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/renault/sandero-authentique%2F-vibe-1.0-12v-sce-(4p)/ano.2018/e5b1764d-1a39-11f0-bf87-02420a000088,"R$ 21.700,00",25/06/2025
Leilão ao vivo em: 4 dias 13h19m50s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750424242898_4f7ee1b2-6b0f-4553-af2e-da5245057eda_pequena_leilo.webp,2017,168.151 km,CHEVROLET/ONIX JOYE (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-joye-(4p)/ano.2018/be8a2745-d4f5-11ef-903d-02420a000042,"R$ 25.600,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2009,N/A,FORD/FUSION (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/ford/fusion-(4p)/ano.2010/2ff0cb85-1ae6-11f0-abeb-02420a0000a3,"R$ 21.800,00",25/06/2025
Leilão ao vivo em: 4 dias 13h20m49s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750448001563_3f54d636-c330-4960-9327-5124ba5c0b4b_pequena_leilo.webp,2016,158.945 km,FIAT/MOBI LIKE (4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/fiat/mobi-like-(4p)/ano.2017/443fbcd7-08e4-11f0-8c72-02420a00002d,"R$ 23.000,00",25/06/2025
Leilão ao vivo em: 4 dias 13h21m18s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750448288524_0431422c-6465-4e99-a40e-50ae52e62f44_pequena_leilo.webp,2015,N/A,RENAULT/CLIO EXPRESSION 10 16VH (4P/2P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/renault/clio-expression-10-16vh-(4p%2F2p)/ano.2015/ce80a0d5-0113-11f0-8c72-02420a00002d,"R$ 16.900,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2014,102.312 km,FIAT/PALIO ATTRACT (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/palio-attract-(4p)/ano.2015/ae1d237c-0403-11f0-8c72-02420a00002d,"R$ 19.500,00",25/06/2025
Leilão ao vivo em: 4 dias 13h22m15s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750424201491_352625e3-8e5b-48a8-90b8-29bfd956b188_pequena_leilo.webp,2014,188.372 km,VOLKSWAGEN/SAVEIRO CABINE DUPLA CROSS MA,BA,https://leilo.com.br/leilao/candeias-bahia/carros/volkswagen/saveiro-cabine-dupla-cross-ma/ano.2015/2f34dc75-03ec-11f0-8c72-02420a00002d,"R$ 37.500,00",25/06/2025
Leilão ao vivo em: 4 dias 13h23m12s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750433180655_4a102cb2-720c-4ebd-b3fa-46c9e82fd960_pequena_leilo.webp,2014,761.891 km,FIAT/PALIO ATTRACTIVE 1.0 (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/palio-attractive-1.0-(2p%2F4p)/ano.2015/dbdc56f5-0717-11f0-8c72-02420a00002d,"R$ 19.500,00",25/06/2025
Leilão ao vivo em: 4 dias 13h23m39s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750448283992_11c9e48a-264b-4345-8e23-6ef9f9d1418f_pequena_leilo.webp,2008,N/A,FORD/KA FLEX (2P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ka-flex-(2p)/ano.2009/84466677-ab69-11ef-8e48-02420a000017,"R$ 9.700,00",25/06/2025
Leilão ao vivo em: 4 dias 13h24m8s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750448356038_441d7a4f-7212-44df-b560-772b233949e2_pequena_leilo.webp,2014,N/A,RENAULT/LOGAN DYNAMIQUE (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/logan-dynamique-(4p)/ano.2015/1cb637c2-76c4-11ef-8b26-02420a000015,"R$ 19.700,00",25/06/2025
Leilão ao vivo em: 4 dias 13h24m38s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750424893025_c51f928d-a644-4538-a6fd-a6b8d606be71_pequena_leilo.webp,2014,255.312 km,CHEVROLET/PRISMA LTZ 1.4 AUTOMATICO (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/prisma-ltz-1.4-automatico-(4p)/ano.2015/055f161d-b704-11ef-8e48-02420a000017,"R$ 28.900,00",25/06/2025
Leilão ao vivo em: 4 dias 13h25m7s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750424992429_f2015551-b0be-4e15-b4bf-a0828696c3eb_pequena_leilo.webp,2009,93.287 km,VOLKSWAGEN/GOL 1.0 (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2010/7e5906b3-9163-11ef-b411-02420a0000bf,"R$ 12.600,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2015,92.250 km,HYUNDAI/HB20 COMFORT (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/hyundai/hb20-comfort-(4p)/ano.2015/bd5e5eea-214d-11f0-bcc9-02420a000216,"R$ 22.800,00",25/06/2025
Leilão ao vivo em: 4 dias 13h26m5s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750446825353_2a34e483-4842-4f8e-8668-7d68cff806ec_pequena_leilo.webp,2014,146.062 km,FIAT/SIENA EL FLEX (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/siena-el-flex-(4p)/ano.2015/f21f5ff0-b7f5-11ef-8e48-02420a000017,"R$ 20.500,00",25/06/2025
Leilão ao vivo em: 4 dias 13h26m35s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750446766991_8e326506-4cd8-4a0b-b1af-bd052a2a8eba_pequena_leilo.webp,2014,N/A,FORD/KA SE (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ka-se-(4p)/ano.2015/c29d5963-dd72-11ef-903d-02420a000042,"R$ 20.000,00",25/06/2025
Leilão ao vivo em: 4 dias 13h27m4s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750447122645_60b33192-94b0-4622-9fcb-3287eb4b6cce_pequena_leilo.webp,2009,218.509 km,CHEVROLET/ASTRA HB 4P ADVANTAGE (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/astra-hb-4p-advantage-(2p%2F4p)/ano.2010/a55bffd9-fff8-11ef-8c72-02420a00002d,"R$ 18.400,00",25/06/2025
Leilão ao vivo em: 4 dias 13h27m34s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750446860770_90d4b236-d5ac-47a1-accb-414a2a18e412_pequena_leilo.webp,2015,168.475 km,FIAT/SIENA EL FLEX (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/siena-el-flex-(4p)/ano.2015/af2b3c29-e48d-11ef-903d-02420a000042,"R$ 18.900,00",25/06/2025
Leilão ao vivo em: 4 dias 13h27m60s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750447253980_733ffe42-5c10-4b69-92a6-d6dcef05fd64_pequena_leilo.webp,2014,338.583 km,VOLKSWAGEN/GOL CITY MB (2P/4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/volkswagen/gol-city-mb-(2p%2F4p)/ano.2015/3b1c4ef8-e588-11ef-903d-02420a000042,"R$ 17.600,00",25/06/2025
Leilão ao vivo em: 4 dias 13h28m28s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750447118232_d93c252a-165b-4bb1-8c21-8673ebf4372c_pequena_leilo.webp,2011,167.447 km,VOLKSWAGEN/FOX GII 1.6 (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/fox-gii-1.6-(4p)/ano.2012/dce48458-ae6a-11ef-8e48-02420a000017,"R$ 18.800,00",25/06/2025
Leilão ao vivo em: 4 dias 13h28m57s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750447296252_c217471e-ae98-4018-9b39-b8c622d55768_pequena_leilo.webp,2014,111.270 km,FORD/ECOSPORT FREESTYLE AT,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ecosport-freestyle-at/ano.2015/a5d4f47c-f371-11ef-bd15-02420a00000b,"R$ 30.200,00",25/06/2025
Leilão ao vivo em: 4 dias 13h29m9s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750447245630_e5f71116-f6ed-4273-a591-192137f2a3f9_pequena_leilo.webp,2008,265.818 km,HONDA/CIVIC LXS FLEX (4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/honda/civic-lxs-flex-(4p)/ano.2008/063c4de1-9783-11ef-9088-02420a0000e0,"R$ 21.800,00",25/06/2025
Leilão ao vivo em: 4 dias 13h29m38s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750447404592_6f57eff1-15cb-4e6e-922a-590ad681cd2a_pequena_leilo.webp,2013,111.407 km,VOLKSWAGEN/SPACEFOX TREND GII,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/spacefox-trend-gii/ano.2014/8f40cc94-00f9-11f0-8c72-02420a00002d,"R$ 21.100,00",25/06/2025
Leilão ao vivo em: 4 dias 13h30m7s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750447562010_642ef499-10a6-4029-9da8-2d2cc4a1f72d_pequena_leilo.webp,2013,398.187 km,CHEVROLET/CLASSIC LS (2P/4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/chevrolet/classic-ls-(2p%2F4p)/ano.2014/9abf5d9b-0fbc-11f0-8c72-02420a00002d,"R$ 15.600,00",25/06/2025
Leilão ao vivo em: 4 dias 13h30m36s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750447472036_66de031d-db81-44dd-8190-3bd10f854651_pequena_leilo.webp,2003,198.317 km,FORD/FIESTA (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/ford/fiesta-(4p)/ano.2004/d20fe58f-9ba9-11ef-9088-02420a0000e0,"R$ 6.900,00",25/06/2025
Leilão ao vivo em: 4 dias 13h31m5s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750447649650_2831dc5d-596b-4594-948e-99cbdf9a3114_pequena_leilo.webp,2014,N/A,PEUGEOT/207 PASSION ACTIVE (4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/peugeot/207-passion-active-(4p)/ano.2014/84a32e64-1558-11f0-b6cf-02420a00009e,"R$ 13.500,00",25/06/2025
Leilão ao vivo em: 4 dias 13h31m35s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750447590438_cbd0a8e7-8b4b-43bb-8b95-861c3add1902_pequena_leilo.webp,2010,N/A,MITSUBISHI/PAJERO SPORT HPE,BA,https://leilo.com.br/leilao/candeias-bahia/carros/mitsubishi/pajero-sport-hpe/ano.2011/45ecb9ed-ac39-11ef-8e48-02420a000017,"R$ 36.100,00",25/06/2025
Leilão ao vivo em: 4 dias 13h32m4s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750424726267_1f15082e-67d4-4bfe-9585-112833cc39d0_pequena_leilo.webp,2014,N/A,CHEVROLET/PRISMA 1.4AT LT (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/prisma-1.4at-lt-(4p)/ano.2014/dc140efd-ae67-11ef-8e48-02420a000017,"R$ 27.300,00",25/06/2025
Leilão ao vivo em: 4 dias 13h32m33s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750424610079_82b49fa6-c7e7-44cc-b017-4072445fb57c_pequena_leilo.webp,2010,N/A,RENAULT/SANDERO EXPRESSION (4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/renault/sandero-expression-(4p)/ano.2011/308b8662-3644-11f0-bd5d-02420a000005,"R$ 15.100,00",25/06/2025
Leilão ao vivo em: 4 dias 13h33m2s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750425098035_3bbd551e-c88e-4acb-ab42-f1da4662045e_pequena_leilo.webp,2014,N/A,CHEVROLET/SONIC LT HATCHBACK MT (4P/2P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/chevrolet/sonic-lt-hatchback-mt-(4p%2F2p)/ano.2014/9672d409-bc8b-11ef-8e48-02420a000017,"R$ 20.700,00",25/06/2025
Leilão ao vivo em: 4 dias 13h33m31s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750425313609_7970a739-41a5-452b-b363-5a8900623c74_pequena_leilo.webp,2009,339.290 km,RENAULT/SYMBOL EXPRESSION (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/symbol-expression-(4p)/ano.2010/fcc4dfb0-e332-11ef-903d-02420a000042,"R$ 10.500,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2013,133.525 km,CHEVROLET/PRISMA LT (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/prisma-lt-(4p)/ano.2014/9e5613f5-f076-11ef-bd15-02420a00000b,"R$ 22.700,00",25/06/2025
Leilão ao vivo em: 4 dias 13h34m28s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750425217338_982f5907-8862-42ed-93db-e9738c583e05_pequena_leilo.webp,2014,N/A,NISSAN/VERSA SL FLEX (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/nissan/versa-sl-flex-(4p)/ano.2014/a8652398-ad86-11ef-8e48-02420a000017,"R$ 21.100,00",25/06/2025
Leilão ao vivo em: 4 dias 13h34m58s,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2012,129.471 km,CHEVROLET/CELTA LT 1.0L (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/celta-lt-1.0l-(2p%2F4p)/ano.2013/ee8a9cbe-00df-11ef-b80e-02420a000059,"R$ 17.100,00",25/06/2025
Leilão ao vivo em: 4 dias 13h35m24s,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2004,N/A,VOLKSWAGEN/GOL 1.0 (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2005/dc3090b3-e1fe-11ee-843f-02420a00007b,"R$ 6.900,00",25/06/2025
Leilão ao vivo em: 4 dias 13h35m52s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750425994704_738679a3-c487-4c6e-bc9d-4582bccb8faf_pequena_leilo.webp,2013,111.832 km,FIAT/IDEA ATTRACTIVE,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/idea-attractive/ano.2013/a5d62ad6-0ed0-11ef-b80e-02420a000059,"R$ 18.800,00",25/06/2025
Leilão ao vivo em: 4 dias 13h36m21s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750446157216_b8bec9d4-d16a-4a82-94e3-7b190d4988d5_pequena_leilo.webp,2012,N/A,CHEVROLET/COBALT LT (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/cobalt-lt-(4p)/ano.2013/1ba13633-08d4-11f0-8c72-02420a00002d,"R$ 19.300,00",25/06/2025
Leilão ao vivo em: 4 dias 13h36m51s,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2012,153.786 km,FORD/FIESTA 1.6 FLEX (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/ford/fiesta-1.6-flex-(4p)/ano.2013/81605de4-6c6b-11ef-b67f-02420a000065,"R$ 17.000,00",25/06/2025
Leilão ao vivo em: 4 dias 13h37m20s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750446383252_a5f8bf59-d9da-4e99-af21-a72420a1f7a8_pequena_leilo.webp,2007,243.606 km,PEUGEOT/206 SW PRESENCE FLEX,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/peugeot/206-sw-presence-flex/ano.2008/e0fac761-0184-11f0-8c72-02420a00002d,"R$ 8.300,00",25/06/2025
Leilão ao vivo em: 4 dias 13h37m49s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750447944254_c8fd7e79-496d-46af-a392-70936a5a83ee_pequena_leilo.webp,2012,N/A,FORD/FIESTA SEDAN 1.6 FLEX (4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/ford/fiesta-sedan-1.6-flex-(4p)/ano.2013/1f1b004f-ad8e-11ef-8e48-02420a000017,"R$ 17.400,00",25/06/2025
Leilão ao vivo em: 4 dias 13h38m19s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750446337011_a9ba7472-b8a3-402b-aba7-1e5a015dd945_pequena_leilo.webp,2012,134.621 km,VOLKSWAGEN/FOX GII 1.6 (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/fox-gii-1.6-(4p)/ano.2013/85c2a6fe-ac2c-11ef-8e48-02420a000017,"R$ 20.200,00",25/06/2025
Leilão ao vivo em: 4 dias 13h38m48s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750446320823_864ee076-6ca1-4e3b-a51e-80a1ca688af3_pequena_leilo.webp,2011,116.746 km,PEUGEOT/207 XR SPORT (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/peugeot/207-xr-sport-(2p%2F4p)/ano.2012/9e198676-f282-11ee-b80e-02420a000059,"R$ 12.100,00",25/06/2025
Leilão ao vivo em: 4 dias 13h39m18s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750446434122_6cd5ed11-8b05-4eb7-9dc7-a92ae1f06e0c_pequena_leilo.webp,2013,N/A,CHEVROLET/AGILE LTZ (2P/4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/chevrolet/agile-ltz-(2p%2F4p)/ano.2013/08b5747d-1b80-11f0-abeb-02420a0000a3,"R$ 18.800,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2012,162.862 km,RENAULT/SANDERO EXPRESSION 1.0 16V (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/sandero-expression-1.0-16v-(2p%2F4p)/ano.2013/60b4b0fb-3034-11f0-9f79-02420a000005,"R$ 16.600,00",25/06/2025
Leilão ao vivo em: 4 dias 13h40m15s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750446464623_e09bad6e-0e0b-44ae-88f7-fdcd52aa7416_pequena_leilo.webp,2011,180.355 km,FORD/FIESTA SEDAN 1.6 FLEX (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/ford/fiesta-sedan-1.6-flex-(4p)/ano.2012/c18f6b21-e95e-11ef-903d-02420a000042,"R$ 17.200,00",25/06/2025
Leilão ao vivo em: 4 dias 13h40m44s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750446538971_994a9cb5-f9ee-4e8c-a7ce-bafabe586c61_pequena_leilo.webp,2011,127.629 km,VOLKSWAGEN/CROSSFOX GII (4P/2P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/crossfox-gii-(4p%2F2p)/ano.2012/33274291-2118-11f0-bcc9-02420a000216,"R$ 22.100,00",25/06/2025
Leilão ao vivo em: 4 dias 13h41m13s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750446723585_d490fd79-12b1-432d-894a-5da4a970a144_pequena_leilo.webp,2010,N/A,PEUGEOT/207 PASSION XR (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/peugeot/207-passion-xr-(4p)/ano.2011/5ea91e44-1870-11ef-b80e-02420a000059,"R$ 10.800,00",25/06/2025
Leilão ao vivo em: 4 dias 13h41m42s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750452640423_510ce2b9-b3ef-48b4-8e9a-6f0553eeeecc_pequena_leilo.webp,2023,46.508 km,CHEVROLET/ONIX PLUS 10TAT LT1,BA,https://leilo.com.br/leilao/candeias-bahia/carros/chevrolet/onix-plus-10tat-lt1/ano.2024/9d7fa4ba-0a48-11f0-8c72-02420a00002d,"R$ 51.800,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2018,202.866 km,FORD/KA HATCH SE 1.0 C (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ka-hatch-se-1.0-c-(4p)/ano.2019/5e2169d9-2d17-11f0-9f79-02420a000005,"R$ 24.600,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2017,191.492 km,CHEVROLET/SPIN 1.8L MT LTZ,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/spin-1.8l-mt-ltz/ano.2018/e4cec525-16dc-11f0-b6cf-02420a00009e,"R$ 33.800,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2017,106.461 km,FORD/KA SE B (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ka-se-b-(4p)/ano.2018/6af68b1e-2d1c-11f0-9f79-02420a000005,"R$ 23.800,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2011,129.183 km,FIAT/UNO WAY 1.0 (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/uno-way-1.0-(2p%2F4p)/ano.2012/c8042519-29b9-11f0-9f79-02420a000005,"R$ 16.500,00",25/06/2025
Leilão ao vivo em: 4 dias 13h45m21s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750424119524_b740a5a2-fb2b-48df-b726-f5344760e132_pequena_leilo.webp,2016,94.177 km,VOLKSWAGEN/UP TAKE MA (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/up-take-ma-(2p%2F4p)/ano.2017/f9cc0ea7-7b57-11ef-a1ff-02420a0000dd,"R$ 22.600,00",25/06/2025
Leilão ao vivo em: 4 dias 13h45m51s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750424099047_03e7811a-959a-42c1-a4cd-41c0cfc20734_pequena_leilo.webp,2016,123.057 km,VOLKSWAGEN/NOVO GOL TRENDLINE MCV (4P/2P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/novo-gol-trendline-mcv-(4p%2F2p)/ano.2017/f2039e71-35af-11f0-9f79-02420a000005,"R$ 22.700,00",25/06/2025
Leilão ao vivo em: 4 dias 13h46m20s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750424147841_13996732-3439-4a68-9942-14b29e1880c0_pequena_leilo.webp,2010,252.350 km,HYUNDAI/TUCSON GLB,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/hyundai/tucson-glb/ano.2011/35aafb14-0fdc-11f0-8c72-02420a00002d,"R$ 20.800,00",25/06/2025
Leilão ao vivo em: 4 dias 13h46m49s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750448325996_6fc350ec-8c86-4caf-9aba-e015c2717329_pequena_leilo.webp,2015,124.316 km,VOLKSWAGEN/GOL COMFORTLINE MC (4P/2P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-comfortline-mc-(4p%2F2p)/ano.2016/5cf3fed5-dd69-11ef-903d-02420a000042,"R$ 23.500,00",25/06/2025
Leilão ao vivo em: 4 dias 13h47m19s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750448656309_76463ef3-097e-4219-b60b-3be3eaddf613_pequena_leilo.webp,2015,60.638 km,CHEVROLET/ONIX LS 1.0 MECANICO (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-ls-1.0-mecanico-(4p)/ano.2016/75715ab1-35bc-11f0-9f79-02420a000005,"R$ 24.300,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2011,167.320 km,CHEVROLET/PRISMA LT (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/prisma-lt-(4p)/ano.2012/e3e362ce-defc-11ef-903d-02420a000042,"R$ 15.900,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2015,108.763 km,CHEVROLET/CLASSIC LS (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/classic-ls-(4p)/ano.2016/01a046e5-3a44-11f0-9677-02420a00000b,"R$ 18.900,00",25/06/2025
Leilão ao vivo em: 4 dias 13h48m47s,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2014,287.049 km,RENAULT/CLIO EXPRESSION 10 16VH (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/clio-expression-10-16vh-(4p)/ano.2015/159a4e96-42c5-11ef-9bb1-02420a00002f,"R$ 16.600,00",25/06/2025
Leilão ao vivo em: 4 dias 13h49m15s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750424083683_916157b4-420e-46f4-9536-00ab17a46bff_pequena_leilo.webp,2010,204.261 km,PEUGEOT/207 PASSION XR (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/peugeot/207-passion-xr-(4p)/ano.2011/2084b495-e8a1-11ef-903d-02420a000042,"R$ 10.800,00",25/06/2025
Leilão ao vivo em: 4 dias 13h49m44s,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2014,84.225 km,CITROEN/C3 AIRCROSS TENDANCE,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/citroen/c3-aircross-tendance/ano.2015/d89838ec-5a38-11ef-ae95-02420a0000a0,"R$ 21.800,00",25/06/2025
Leilão ao vivo em: 4 dias 13h50m13s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750424066143_cde532e8-a4e3-4b62-b656-2f13a1460b5c_pequena_leilo.webp,2010,161.685 km,FIAT/UNO VIVACE 1.0 (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/uno-vivace-1.0-(2p%2F4p)/ano.2011/195abd95-3af9-11f0-b593-02420a000005,"R$ 14.200,00",25/06/2025
Leilão ao vivo em: 4 dias 13h50m42s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750448451569_ff74fcb0-97d8-423d-9cb2-3c761e89d3c0_pequena_leilo.webp,2014,213.178 km,VOLKSWAGEN/GOL COMFORTLINE MB (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-comfortline-mb-(2p%2F4p)/ano.2015/00a68044-42c4-11ef-9bb1-02420a00002f,"R$ 20.900,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2008,123.619 km,MITSUBISHI/PAJERO SPORT HPE,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/mitsubishi/pajero-sport-hpe/ano.2008/e8edb843-40aa-11f0-b593-02420a000005,"R$ 31.100,00",25/06/2025
