veiculo_titulo,veiculo_link_lote,veiculo_imagem,veiculo_patio_uf,veiculo_ano_fabricacao,veiculo_km,veiculo_valor_lance_atual,veiculo_situacao,veiculo_data_leilao,veiculo_tipo_combustivel,veiculo_cor,veiculo_possui_chave,veiculo_tipo_retomada,veiculo_tipo,veiculo_valor_fipe,veiculo_fabricante,veiculo_modelo,veiculo_versao
FIAT/PALIO ATTRACTIVE 1.0 (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/palio-attractive-1.0-(2p%2F4p)/ano.2014/a2a45362-f76c-11ee-b80e-02420a000059,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244234298_219eb1e6-6462-4f12-8f4a-4ef0513cf72b_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2014,299.213,16700.00,Leilão ao vivo em: 4 dias7m59s,16/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,34784.00,FIAT,PALIO,ATTRACTIVE 1.0 (2P/4P)
FORD/FIESTA FLEX (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/fiesta-flex-(4p)/ano.2014/bed7ebc4-3a19-11ef-b7fa-02420a00001f,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244472867_7c593104-33e0-4d4f-a5c2-519e45c0c9ca_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2013,264.540,17600.00,Leilão ao vivo em: 4 dias8m19s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,31828.00,FORD,FIESTA,FLEX (4P)
VOLKSWAGEN/GOL 1.0 GIV (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-1.0-giv-(2p%2F4p)/ano.2014/a89bb99e-cf8b-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244470321_c9855f1e-6100-4a59-9c92-4401fb4070a2_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2013,N/A,17200.00,Leilão ao vivo em: 4 dias8m48s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,31285.00,VOLKSWAGEN,GOL,1.0 GIV (2P/4P)
FORD/FUSION (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/fusion-(4p)/ano.2010/2ff0cb85-1ae6-11f0-abeb-02420a0000a3,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244447412_502fa971-2fe5-49cb-b483-306e5bc7a948_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2009,174.444,21800.00,Leilão ao vivo em: 4 dias9m48s,16/07/2025,Gasolina,Preta,Sim,Recuperado de Financiamento,Carros,39524.00,FORD,FUSION,(4P)
CHEVROLET/CLASSIC LS (2P/4P),https://leilo.com.br/leilao/candeias-bahia/carros/chevrolet/classic-ls-(2p%2F4p)/ano.2014/9abf5d9b-0fbc-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244413381_ac0f58cf-de37-4f91-bb64-ff3387d2a2c4_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2013,398.187,15600.00,Leilão ao vivo em: 4 dias10m18s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,27884.00,CHEVROLET,CLASSIC,LS (2P/4P)
VOLKSWAGEN/POLO SEDAN 1.6 (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/polo-sedan-1.6-(4p)/ano.2006/82d6264a-ac2d-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244446330_08a75892-6e44-49bd-a4a6-d8ed098e1cf9_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2005,190.763,13600.00,Leilão ao vivo em: 4 dias10m47s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,23797.00,VOLKSWAGEN,POLO,SEDAN 1.6 (4P)
PEUGEOT/207 PASSION ACTIVE (4P),https://leilo.com.br/leilao/candeias-bahia/carros/peugeot/207-passion-active-(4p)/ano.2014/84a32e64-1558-11f0-b6cf-02420a00009e,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244353787_75d0face-d63a-474d-9296-359d2420f092_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2014,N/A,13500.00,Leilão ao vivo em: 4 dias11m17s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,26394.00,PEUGEOT,207,PASSION ACTIVE (4P)
CHEVROLET/CLASSIC LS (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/classic-ls-(2p%2F4p)/ano.2011/182850cc-d8e3-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244324240_b22bd7dc-dbff-4294-9e61-d1466475318d_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2010,285.430,12400.00,Leilão ao vivo em: 4 dias11m46s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,22936.00,CHEVROLET,CLASSIC,LS (2P/4P)
CHEVROLET/SONIC LT HATCHBACK MT (4P/2P),https://leilo.com.br/leilao/candeias-bahia/carros/chevrolet/sonic-lt-hatchback-mt-(4p%2F2p)/ano.2014/9672d409-bc8b-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244353632_4b006e95-71fa-4c67-8381-dbbe9486c508_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2014,N/A,22100.00,Leilão ao vivo em: 4 dias12m15s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,40038.00,CHEVROLET,SONIC,LT HATCHBACK MT (4P/2P)
CHEVROLET/COBALT LT (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/cobalt-lt-(4p)/ano.2013/1ba13633-08d4-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244350400_2e576b96-5302-46d9-bace-5f6da99a8f74_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2012,299.409,19100.00,Leilão ao vivo em: 4 dias12m45s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,34671.00,CHEVROLET,COBALT,LT (4P)
VOLKSWAGEN/KOMBI FURGAO (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/kombi-furgao-(2p%2F4p)/ano.2013/b1206d69-6137-11ef-b7dc-02420a00003e,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO FORTALEZA/CE (EUSÉBIO/CE),2012,612.738,24100.00,Leilão ao vivo em: 4 dias13m14s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,43637.00,VOLKSWAGEN,KOMBI,FURGAO (2P/4P)
FORD/FIESTA SEDAN 1.6 FLEX (4P),https://leilo.com.br/leilao/candeias-bahia/carros/ford/fiesta-sedan-1.6-flex-(4p)/ano.2013/1f1b004f-ad8e-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244293669_ce432fc7-661b-47e3-a9be-a5067b285a83_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2012,N/A,17400.00,Leilão ao vivo em: 4 dias13m44s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,31594.00,FORD,FIESTA,SEDAN 1.6 FLEX (4P)
HONDA/CIVIC LXS FLEX (4P),https://leilo.com.br/leilao/candeias-bahia/carros/honda/civic-lxs-flex-(4p)/ano.2008/063c4de1-9783-11ef-9088-02420a0000e0,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO SALVADOR-BA (CANDEIAS/BA),2008,265.818,21800.00,Leilão ao vivo em: 4 dias14m13s,16/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,39540.00,HONDA,CIVIC,LXS FLEX (4P)
VOLKSWAGEN/FOX GII 1.6 (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/fox-gii-1.6-(4p)/ano.2012/dce48458-ae6a-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244290569_f4e3696a-b2dc-4ca1-8f5f-1a5cecdef738_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2011,167.447,19300.00,Leilão ao vivo em: 4 dias14m43s,16/07/2025,Flex,Cinza,Sim,Recuperado de Financiamento,Carros,35060.00,VOLKSWAGEN,FOX,GII 1.6 (4P)
CHEVROLET/ONIX 10MT LT2,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-10mt-lt2/ano.2025/a9e2410d-16d9-11f0-b6cf-02420a00009e,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244594249_755f2ddc-77f0-4f56-89d5-094890be76ac_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2024,N/A,46800.00,Leilão ao vivo em: 4 dias15m12s,16/07/2025,Flex,Cinza,Não,Recuperado de Financiamento,Carros,85086.00,CHEVROLET,ONIX,10MT LT2
CHEVROLET/ONIX LTZ 1.4 AUTOMATICO (4P),https://leilo.com.br/leilao/candeias-bahia/carros/chevrolet/onix--ltz-1.4-automatico-(4p)/ano.2019/175ba698-37d0-11f0-bd5d-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244561359_1207c92f-8f16-4274-b1aa-0d653a5acddf_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2019,20.339,37900.00,Leilão ao vivo em: 4 dias15m42s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,66917.00,CHEVROLET,ONIX,LTZ 1.4 AUTOMATICO (4P)
CHEVROLET/ONIX JOY BLACK,https://leilo.com.br/leilao/candeias-bahia/carros/chevrolet/onix-joy-black/ano.2021/336971b2-30fc-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244563915_bb46ea86-07e9-48df-aab7-82f35e013765_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2020,86.512,32600.00,Leilão ao vivo em: 4 dias16m11s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,59270.00,CHEVROLET,ONIX,JOY BLACK
CITROEN/C3 ATTRACTION (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/citroen/c3-attraction-(4p)/ano.2016/c8bc3f4f-4a27-11ed-a391-02420a000011,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2015,78.097,24100.00,Leilão ao vivo em: 4 dias16m40s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,43753.00,CITROEN,C3,ATTRACTION (4P)
VOLKSWAGEN/GOL 1.0 (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2008/54d62b59-5a40-11ef-ae95-02420a0000a0,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2007,232.807,10600.00,Leilão ao vivo em: 4 dias17m8s,16/07/2025,Flex,Cinza,Sim,Recuperado de Financiamento,Carros,19249.00,VOLKSWAGEN,GOL,1.0 (2P/4P)
CHEVROLET/COBALT LT (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/cobalt-lt-(4p)/ano.2015/9608af63-e57b-11ef-903d-02420a000042,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2014,N/A,22800.00,Leilão ao vivo em: 4 dias17m38s,16/07/2025,Flex,Cinza,Sim,Recuperado de Financiamento,Carros,41425.00,CHEVROLET,COBALT,LT (4P)
RENAULT/LOGAN AUTHENTIQUE (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/renault/logan-authentique-(4p)/ano.2015/53160348-4c4f-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2015,424.898,17400.00,Leilão ao vivo em: 4 dias18m7s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,31555.00,RENAULT,LOGAN,AUTHENTIQUE (4P)
CHEVROLET/PRISMA MAXX (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/prisma-maxx-(4p)/ano.2010/43563fce-2ab3-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2009,141.575,14400.00,Leilão ao vivo em: 4 dias18m36s,16/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,26173.00,CHEVROLET,PRISMA,MAXX (4P)
VOLKSWAGEN/GOL 1.0 (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2010/9996fd02-2d13-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2009,146.391,12900.00,Leilão: Leilão: 16/07/2025 Qua • 12:30,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,23449.00,VOLKSWAGEN,GOL,1.0 (2P/4P)
FORD/KA HATCH SE 1.0 (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ka-hatch-se-1.0-(4p)/ano.2015/a52290ac-413c-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2015,145.393,19400.00,Leilão ao vivo em: 4 dias19m34s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,35220.00,FORD,KA,HATCH SE 1.0 (4P)
CHEVROLET/PRISMA LT (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/prisma-lt-(4p)/ano.2014/96a1620e-38ae-11f0-bd5d-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2014,227.840,22900.00,Leilão ao vivo em: 4 dias20m2s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,41520.00,CHEVROLET,PRISMA,LT (4P)
FIAT/DOBLO ATTRACTIVE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/doblo-attractive/ano.2014/f761b37c-3a32-11f0-9677-02420a00000b,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2014,N/A,24000.00,Leilão: Leilão: 16/07/2025 Qua • 12:30,16/07/2025,Flex,Cinza,Sim,Recuperado de Financiamento,Carros,43575.00,FIAT,DOBLO,ATTRACTIVE
FIAT/PALIO ATTRACT (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/palio-attract-(4p)/ano.2014/a3781840-3af3-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2013,181.327,19000.00,Leilão: Leilão: 16/07/2025 Qua • 12:30,16/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,34543.00,FIAT,PALIO,ATTRACT (4P)
FIAT/IDEA ATTRACTIVE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/idea-attractive/ano.2014/ec8c8ada-51ed-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2014,N/A,21000.00,Leilão: Leilão: 16/07/2025 Qua • 12:30,16/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,38120.00,FIAT,IDEA,ATTRACTIVE
FIAT/PUNTO ELX (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/punto-elx-(4p)/ano.2008/3aa24f49-ddb0-11ef-903d-02420a000042,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2007,N/A,14100.00,Leilão ao vivo em: 4 dias21m59s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,25486.00,FIAT,PUNTO,ELX (4P)
TOYOTA/FIELDER,https://leilo.com.br/leilao/eusebio-ceara/carros/toyota/fielder/ano.2005/b3b845b0-40bb-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2004,N/A,20500.00,Leilão ao vivo em: 4 dias22m28s,16/07/2025,Gasolina,Bege,Sim,Recuperado de Financiamento,Carros,37118.00,TOYOTA,FIELDER,N/A
PEUGEOT/207 XR SPORT (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/peugeot/207-xr-sport-(2p%2F4p)/ano.2012/a6e53f3f-e96c-11ef-903d-02420a000042,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2011,N/A,12100.00,Leilão ao vivo em: 4 dias23m28s,16/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,21854.00,PEUGEOT,207,XR SPORT (2P/4P)
VOLKSWAGEN/JETTA (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/jetta-(4p)/ano.2012/d039ddf5-2107-11f0-bcc9-02420a000216,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2011,161.277,30000.00,Leilão: Leilão: 16/07/2025 Qua • 12:30,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,54365.00,VOLKSWAGEN,JETTA,(4P)
RENAULT/SANDERO AUTHENTIQUE (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/renault/sandero-authentique-(4p)/ano.2011/d248716b-4311-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2011,N/A,12800.00,Leilão ao vivo em: 4 dias24m18s,16/07/2025,Flex,Prata,Não,Recuperado de Financiamento,Carros,23141.00,RENAULT,SANDERO,AUTHENTIQUE (4P)
CHEVROLET/CELTA 4P SPIRIT (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/celta-4p-spirit-(2p%2F4p)/ano.2011/d696e7a8-47af-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO 2 - FORTALEZA/CE (EUSÉBIO/CE),2010,N/A,14600.00,Leilão ao vivo em: 4 dias24m48s,16/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,26526.00,CHEVROLET,CELTA,4P SPIRIT (2P/4P)
VOLKSWAGEN/POLO MA,https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/polo-ma/ano.2023/1475bea6-5070-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2022,N/A,39700.00,Leilão: Leilão: 17/07/2025 Qui • 12:30,17/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,72014.00,VOLKSWAGEN,POLO,MA
RENAULT/KWID ZEN 1.0 MECANICO (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/kwid-zen-1.0-mecanico-(4p)/ano.2019/3fbbb198-34ca-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2018,186.024,21400.00,Leilão: Leilão: 17/07/2025 Qui • 12:30,17/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,38747.00,RENAULT,KWID,ZEN 1.0 MECANICO (4P)
CHEVROLET/ONIX JOYE (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-joye-(4p)/ano.2018/09c59855-3d65-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2017,185.733,25500.00,Leilão: Leilão: 17/07/2025 Qui • 12:30,17/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,46350.00,CHEVROLET,ONIX,JOYE (4P)
CHEVROLET/ONIX PLUS 10TAT PR2,https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-plus-10tat-pr2/ano.2023/4e202e64-51f2-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2022,98.182,49200.00,Leilão ao vivo em: 4 dias 23h34m46s,17/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,89403.00,CHEVROLET,ONIX,PLUS 10TAT PR2
FIAT/UNO ATTRACTIVE (4P/2P),https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/uno-attractive-(4p%2F2p)/ano.2021/e63c7782-80f6-11ef-a1ff-02420a0000dd,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2021,77.541,26100.00,Leilão ao vivo em: 4 dias 23h35m45s,17/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,47337.00,FIAT,UNO,ATTRACTIVE (4P/2P)
HYUNDAI HB20 SENSE 1.0 FLEX 12V MEC.,https://leilo.com.br/leilao/manaus-amazonas/carros/nome-padrao/hyundai-hb20-sense-1.0-flex-12v-mec./ano.2020/9bc1e002-f2e2-11ef-bd15-02420a00000b,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2020,101.853,30500.00,Leilão ao vivo em: 4 dias 23h36m15s,17/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,55314.00,HYUNDAI HB20 SENSE 1.0 FLEX 12V MEC.,N/A,N/A
FIAT/CRONOS DRIVE GSR,https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/cronos-drive-gsr/ano.2019/c14a6736-30fb-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2018,143.238,33000.00,Leilão ao vivo em: 4 dias 23h37m14s,17/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,59967.00,FIAT,CRONOS,DRIVE GSR
NISSAN/VERSA SV FLEX (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/nissan/versa-sv-flex-(4p)/ano.2013/7a2a8e5c-fdaa-11ef-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2012,N/A,20300.00,Leilão ao vivo em: 4 dias 23h37m44s,17/07/2025,Flex,Prata,Não,Recuperado de Financiamento,Carros,36781.00,NISSAN,VERSA,SV FLEX (4P)
RENAULT/LOGAN EXPRESSION (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/logan-expression-(2p%2F4p)/ano.2011/a62de42a-25e4-11f0-bcc9-02420a000216,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2010,207.196,13000.00,Leilão ao vivo em: 4 dias 23h38m43s,17/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,23512.00,RENAULT,LOGAN,EXPRESSION (2P/4P)
CHEVROLET/ONIX 10MT LT2,https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-10mt-lt2/ano.2022/047b0808-303b-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2021,82.968,37200.00,Leilão ao vivo em: 4 dias 23h39m13s,17/07/2025,Flex,Branca,Não,Recuperado de Financiamento,Carros,67472.00,CHEVROLET,ONIX,10MT LT2
VOLKSWAGEN/GOL 1.0 (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2011/e0ed8cc0-72af-11ef-8b26-02420a000015,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2010,203.953,13800.00,Leilão ao vivo em: 4 dias 23h39m42s,17/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,25016.00,VOLKSWAGEN,GOL,1.0 (2P/4P)
HYUNDAI/HB20 COMFORTLINE (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/hyundai/hb20-comfortline-(4p)/ano.2015/c56a97c2-204f-11f0-bcc9-02420a000216,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2014,107.355,25600.00,Leilão ao vivo em: 4 dias 23h40m42s,17/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,46531.00,HYUNDAI,HB20,COMFORTLINE (4P)
RENAULT/KWID ZEN 1.0 MECANICO (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/kwid-zen-1.0-mecanico-(4p)/ano.2022/eff705a9-0c10-11f0-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2021,186.262,25800.00,Leilão ao vivo em: 4 dias 23h41m42s,17/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,46786.00,RENAULT,KWID,ZEN 1.0 MECANICO (4P)
NISSAN/SENTRA SL CVT (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/nissan/sentra-sl-cvt-(4p)/ano.2019/bf8787c5-318e-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2018,24.253,47100.00,Leilão ao vivo em: 4 dias 23h42m11s,17/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,85594.00,NISSAN,SENTRA,SL CVT (4P)
GM - CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P,https://leilo.com.br/leilao/manaus-amazonas/carros/nome-padrao/gm---chevrolet-corsa-sed.-premium-1.4-8v-econoflex-4p/ano.2012/8c273079-05bf-11f0-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2011,135.146,15700.00,Leilão ao vivo em: 4 dias 23h42m41s,17/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,29491.00,GM - CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P,N/A,N/A
RENAULT/KWID ZEN 2 (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/kwid-zen-2-(4p)/ano.2024/af3fa4af-1bab-11f0-abeb-02420a0000a3,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2023,64.640,29300.00,Leilão ao vivo em: 4 dias 23h43m10s,17/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,53225.00,RENAULT,KWID,ZEN 2 (4P)
FORD FIESTA SEDAN 1.0 8V FLEX 4P,https://leilo.com.br/leilao/manaus-amazonas/carros/nome-padrao/ford-fiesta-sedan-1.0-8v-flex-4p/ano.2010/11fa236a-043d-11f0-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2010,148.542,13600.00,Leilão ao vivo em: 4 dias 23h43m40s,17/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,24644.00,FORD FIESTA SEDAN 1.0 8V FLEX 4P,N/A,N/A
